# Renewables.ninja Wind power (Point API) - 64.261, 26.188 - Version: 1.1 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Helsinki, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Helsinki"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""64.26078"""," ""lon"": ""26.18841"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity_onshore,electricity_offshore,,,,,,,,,,
10/13/2019 10:00,10/13/2019 13:00,0.079,0.2077,,,,,,,,,,
10/13/2019 11:00,10/13/2019 14:00,0.107,0.2204,,,,,,,,,,
10/13/2019 12:00,10/13/2019 15:00,0.123,0.2379,,,,,,,,,,
10/13/2019 13:00,10/13/2019 16:00,0.119,0.235,,,,,,,,,,
10/13/2019 14:00,10/13/2019 17:00,0.19,0.2473,,,,,,,,,,
10/13/2019 15:00,10/13/2019 18:00,0.279,0.3177,,,,,,,,,,
10/13/2019 16:00,10/13/2019 19:00,0.249,0.3354,,,,,,,,,,
10/13/2019 17:00,10/13/2019 20:00,0.192,0.3009,,,,,,,,,,
10/13/2019 18:00,10/13/2019 21:00,0.165,0.2561,,,,,,,,,,
10/13/2019 19:00,10/13/2019 22:00,0.148,0.2138,,,,,,,,,,
10/13/2019 20:00,10/13/2019 23:00,0.125,0.1788,,,,,,,,,,
10/13/2019 21:00,10/14/2019 0:00,0.137,0.1358,,,,,,,,,,
10/13/2019 22:00,10/14/2019 1:00,0.133,0.1118,,,,,,,,,,
10/13/2019 23:00,10/14/2019 2:00,0.135,0.1029,,,,,,,,,,
10/14/2019 0:00,10/14/2019 3:00,0.149,0.1215,,,,,,,,,,
10/14/2019 1:00,10/14/2019 4:00,0.179,0.1531,,,,,,,,,,
10/14/2019 2:00,10/14/2019 5:00,0.169,0.1606,,,,,,,,,,
10/14/2019 3:00,10/14/2019 6:00,0.161,0.1607,,,,,,,,,,
10/14/2019 4:00,10/14/2019 7:00,0.167,0.1611,,,,,,,,,,
10/14/2019 5:00,10/14/2019 8:00,0.151,0.1582,,,,,,,,,,
10/14/2019 6:00,10/14/2019 9:00,0.101,0.1561,,,,,,,,,,
10/14/2019 7:00,10/14/2019 10:00,0.059,0.1416,,,,,,,,,,
10/14/2019 8:00,10/14/2019 11:00,0.054,0.1316,,,,,,,,,,
10/14/2019 9:00,10/14/2019 12:00,0.066,0.1295,,,,,,,,,,
10/14/2019 10:00,10/14/2019 13:00,0.072,0.1235,,,,,,,,,,
10/14/2019 11:00,10/14/2019 14:00,0.072,0.1299,,,,,,,,,,
10/14/2019 12:00,10/14/2019 15:00,0.059,0.1308,,,,,,,,,,
10/14/2019 13:00,10/14/2019 16:00,0.065,0.1282,,,,,,,,,,
10/14/2019 14:00,10/14/2019 17:00,0.14,0.1642,,,,,,,,,,
10/14/2019 15:00,10/14/2019 18:00,0.235,0.2143,,,,,,,,,,
10/14/2019 16:00,10/14/2019 19:00,0.277,0.2069,,,,,,,,,,
10/14/2019 17:00,10/14/2019 20:00,0.254,0.1461,,,,,,,,,,
10/14/2019 18:00,10/14/2019 21:00,0.226,0.0918,,,,,,,,,,
10/14/2019 19:00,10/14/2019 22:00,0.213,0.0562,,,,,,,,,,
10/14/2019 20:00,10/14/2019 23:00,0.185,0.0367,,,,,,,,,,
10/14/2019 21:00,10/15/2019 0:00,0.196,0.0347,,,,,,,,,,
10/14/2019 22:00,10/15/2019 1:00,0.213,0.0393,,,,,,,,,,
10/14/2019 23:00,10/15/2019 2:00,0.204,0.0457,,,,,,,,,,
10/15/2019 0:00,10/15/2019 3:00,0.203,0.0615,,,,,,,,,,
10/15/2019 1:00,10/15/2019 4:00,0.22,0.0903,,,,,,,,,,
10/15/2019 2:00,10/15/2019 5:00,0.245,0.115,,,,,,,,,,
10/15/2019 3:00,10/15/2019 6:00,0.227,0.1331,,,,,,,,,,
10/15/2019 4:00,10/15/2019 7:00,0.189,0.1372,,,,,,,,,,
10/15/2019 5:00,10/15/2019 8:00,0.112,0.1245,,,,,,,,,,
10/15/2019 6:00,10/15/2019 9:00,0.068,0.1393,,,,,,,,,,
10/15/2019 7:00,10/15/2019 10:00,0.056,0.1645,,,,,,,,,,
10/15/2019 8:00,10/15/2019 11:00,0.068,0.1926,,,,,,,,,,
10/15/2019 9:00,10/15/2019 12:00,0.084,0.2173,,,,,,,,,,
10/15/2019 10:00,10/15/2019 13:00,0.102,0.2124,,,,,,,,,,
10/15/2019 11:00,10/15/2019 14:00,0.115,0.2088,,,,,,,,,,
10/15/2019 12:00,10/15/2019 15:00,0.107,0.2065,,,,,,,,,,
10/15/2019 13:00,10/15/2019 16:00,0.114,0.236,,,,,,,,,,
10/15/2019 14:00,10/15/2019 17:00,0.231,0.3172,,,,,,,,,,
10/15/2019 15:00,10/15/2019 18:00,0.328,0.3638,,,,,,,,,,
10/15/2019 16:00,10/15/2019 19:00,0.251,0.3448,,,,,,,,,,
10/15/2019 17:00,10/15/2019 20:00,0.202,0.3185,,,,,,,,,,
10/15/2019 18:00,10/15/2019 21:00,0.179,0.2922,,,,,,,,,,
10/15/2019 19:00,10/15/2019 22:00,0.189,0.2823,,,,,,,,,,
10/15/2019 20:00,10/15/2019 23:00,0.171,0.2496,,,,,,,,,,
10/15/2019 21:00,10/16/2019 0:00,0.191,0.2404,,,,,,,,,,
10/15/2019 22:00,10/16/2019 1:00,0.188,0.2845,,,,,,,,,,
10/15/2019 23:00,10/16/2019 2:00,0.185,0.2957,,,,,,,,,,
10/16/2019 0:00,10/16/2019 3:00,0.199,0.3049,,,,,,,,,,
10/16/2019 1:00,10/16/2019 4:00,0.193,0.3114,,,,,,,,,,
10/16/2019 2:00,10/16/2019 5:00,0.178,0.3195,,,,,,,,,,
10/16/2019 3:00,10/16/2019 6:00,0.16,0.3201,,,,,,,,,,
10/16/2019 4:00,10/16/2019 7:00,0.141,0.3199,,,,,,,,,,
10/16/2019 5:00,10/16/2019 8:00,0.121,0.3157,,,,,,,,,,
10/16/2019 6:00,10/16/2019 9:00,0.097,0.315,,,,,,,,,,
10/16/2019 7:00,10/16/2019 10:00,0.075,0.3095,,,,,,,,,,
10/16/2019 8:00,10/16/2019 11:00,0.051,0.2971,,,,,,,,,,
10/16/2019 9:00,10/16/2019 12:00,0.049,0.2846,,,,,,,,,,
10/16/2019 10:00,10/16/2019 13:00,0.036,0.2869,,,,,,,,,,
10/16/2019 11:00,10/16/2019 14:00,0.025,0.2857,,,,,,,,,,
10/16/2019 12:00,10/16/2019 15:00,0.015,0.2966,,,,,,,,,,
10/16/2019 13:00,10/16/2019 16:00,0.018,0.3068,,,,,,,,,,
10/16/2019 14:00,10/16/2019 17:00,0.054,0.3202,,,,,,,,,,
10/16/2019 15:00,10/16/2019 18:00,0.112,0.3398,,,,,,,,,,
10/16/2019 16:00,10/16/2019 19:00,0.161,0.3457,,,,,,,,,,
10/16/2019 17:00,10/16/2019 20:00,0.173,0.3412,,,,,,,,,,
10/16/2019 18:00,10/16/2019 21:00,0.177,0.3355,,,,,,,,,,
10/16/2019 19:00,10/16/2019 22:00,0.157,0.329,,,,,,,,,,
10/16/2019 20:00,10/16/2019 23:00,0.14,0.3178,,,,,,,,,,
10/16/2019 21:00,10/17/2019 0:00,0.117,0.3226,,,,,,,,,,
10/16/2019 22:00,10/17/2019 1:00,0.099,0.3282,,,,,,,,,,
10/16/2019 23:00,10/17/2019 2:00,0.076,0.335,,,,,,,,,,
10/17/2019 0:00,10/17/2019 3:00,0.081,0.3443,,,,,,,,,,
10/17/2019 1:00,10/17/2019 4:00,0.089,0.3563,,,,,,,,,,
10/17/2019 2:00,10/17/2019 5:00,0.088,0.3683,,,,,,,,,,
10/17/2019 3:00,10/17/2019 6:00,0.078,0.367,,,,,,,,,,
10/17/2019 4:00,10/17/2019 7:00,0.075,0.3527,,,,,,,,,,
10/17/2019 5:00,10/17/2019 8:00,0.096,0.3389,,,,,,,,,,
10/17/2019 6:00,10/17/2019 9:00,0.14,0.3218,,,,,,,,,,
10/17/2019 7:00,10/17/2019 10:00,0.14,0.289,,,,,,,,,,
10/17/2019 8:00,10/17/2019 11:00,0.172,0.2611,,,,,,,,,,
10/17/2019 9:00,10/17/2019 12:00,0.22,0.2371,,,,,,,,,,
10/17/2019 10:00,10/17/2019 13:00,0.233,0.2113,,,,,,,,,,
10/17/2019 11:00,10/17/2019 14:00,0.219,0.1915,,,,,,,,,,
10/17/2019 12:00,10/17/2019 15:00,0.189,0.1824,,,,,,,,,,
10/17/2019 13:00,10/17/2019 16:00,0.208,0.1778,,,,,,,,,,
10/17/2019 14:00,10/17/2019 17:00,0.223,0.1708,,,,,,,,,,
10/17/2019 15:00,10/17/2019 18:00,0.207,0.1636,,,,,,,,,,
10/17/2019 16:00,10/17/2019 19:00,0.192,0.1634,,,,,,,,,,
10/17/2019 17:00,10/17/2019 20:00,0.183,0.1597,,,,,,,,,,
10/17/2019 18:00,10/17/2019 21:00,0.174,0.1476,,,,,,,,,,
10/17/2019 19:00,10/17/2019 22:00,0.167,0.1538,,,,,,,,,,
10/17/2019 20:00,10/17/2019 23:00,0.16,0.1489,,,,,,,,,,
10/17/2019 21:00,10/18/2019 0:00,0.161,0.1463,,,,,,,,,,
10/17/2019 22:00,10/18/2019 1:00,0.162,0.1492,,,,,,,,,,
10/17/2019 23:00,10/18/2019 2:00,0.161,0.1425,,,,,,,,,,
10/18/2019 0:00,10/18/2019 3:00,0.167,0.1388,,,,,,,,,,
10/18/2019 1:00,10/18/2019 4:00,0.167,0.1192,,,,,,,,,,
10/18/2019 2:00,10/18/2019 5:00,0.165,0.1119,,,,,,,,,,
10/18/2019 3:00,10/18/2019 6:00,0.172,0.1061,,,,,,,,,,
10/18/2019 4:00,10/18/2019 7:00,0.183,0.1109,,,,,,,,,,
10/18/2019 5:00,10/18/2019 8:00,0.173,0.1121,,,,,,,,,,
10/18/2019 6:00,10/18/2019 9:00,0.211,0.1094,,,,,,,,,,
10/18/2019 7:00,10/18/2019 10:00,0.164,0.0825,,,,,,,,,,
10/18/2019 8:00,10/18/2019 11:00,0.142,0.0761,,,,,,,,,,
10/18/2019 9:00,10/18/2019 12:00,0.133,0.0772,,,,,,,,,,
10/18/2019 10:00,10/18/2019 13:00,0.132,0.0849,,,,,,,,,,
10/18/2019 11:00,10/18/2019 14:00,0.138,0.0988,,,,,,,,,,
10/18/2019 12:00,10/18/2019 15:00,0.15,0.1409,,,,,,,,,,
10/18/2019 13:00,10/18/2019 16:00,0.167,0.201,,,,,,,,,,
10/18/2019 14:00,10/18/2019 17:00,0.201,0.2449,,,,,,,,,,
10/18/2019 15:00,10/18/2019 18:00,0.212,0.2739,,,,,,,,,,
10/18/2019 16:00,10/18/2019 19:00,0.194,0.2856,,,,,,,,,,
10/18/2019 17:00,10/18/2019 20:00,0.162,0.292,,,,,,,,,,
10/18/2019 18:00,10/18/2019 21:00,0.139,0.2955,,,,,,,,,,
10/18/2019 19:00,10/18/2019 22:00,0.133,0.2848,,,,,,,,,,
10/18/2019 20:00,10/18/2019 23:00,0.144,0.2563,,,,,,,,,,
10/18/2019 21:00,10/19/2019 0:00,0.151,0.2193,,,,,,,,,,
10/18/2019 22:00,10/19/2019 1:00,0.198,0.2017,,,,,,,,,,
10/18/2019 23:00,10/19/2019 2:00,0.223,0.1862,,,,,,,,,,
10/19/2019 0:00,10/19/2019 3:00,0.224,0.176,,,,,,,,,,
10/19/2019 1:00,10/19/2019 4:00,0.223,0.1781,,,,,,,,,,
10/19/2019 2:00,10/19/2019 5:00,0.202,0.2173,,,,,,,,,,
10/19/2019 3:00,10/19/2019 6:00,0.187,0.2335,,,,,,,,,,
10/19/2019 4:00,10/19/2019 7:00,0.166,0.245,,,,,,,,,,
10/19/2019 5:00,10/19/2019 8:00,0.137,0.2477,,,,,,,,,,
10/19/2019 6:00,10/19/2019 9:00,0.102,0.322,,,,,,,,,,
10/19/2019 7:00,10/19/2019 10:00,0.076,0.3598,,,,,,,,,,
10/19/2019 8:00,10/19/2019 11:00,0.057,0.4262,,,,,,,,,,
10/19/2019 9:00,10/19/2019 12:00,0.058,0.4403,,,,,,,,,,
10/19/2019 10:00,10/19/2019 13:00,0.078,0.5136,,,,,,,,,,
10/19/2019 11:00,10/19/2019 14:00,0.108,0.6125,,,,,,,,,,
10/19/2019 12:00,10/19/2019 15:00,0.123,0.6807,,,,,,,,,,
10/19/2019 13:00,10/19/2019 16:00,0.118,0.7121,,,,,,,,,,
10/19/2019 14:00,10/19/2019 17:00,0.086,0.7459,,,,,,,,,,
10/19/2019 15:00,10/19/2019 18:00,0.069,0.7723,,,,,,,,,,
10/19/2019 16:00,10/19/2019 19:00,0.118,0.764,,,,,,,,,,
10/19/2019 17:00,10/19/2019 20:00,0.148,0.7305,,,,,,,,,,
10/19/2019 18:00,10/19/2019 21:00,0.193,0.6812,,,,,,,,,,
10/19/2019 19:00,10/19/2019 22:00,0.211,0.5996,,,,,,,,,,
10/19/2019 20:00,10/19/2019 23:00,0.223,0.521,,,,,,,,,,
10/19/2019 21:00,10/20/2019 0:00,0.241,0.4931,,,,,,,,,,
10/19/2019 22:00,10/20/2019 1:00,0.252,0.4969,,,,,,,,,,
10/19/2019 23:00,10/20/2019 2:00,0.246,0.4865,,,,,,,,,,
10/20/2019 0:00,10/20/2019 3:00,0.244,0.4762,,,,,,,,,,
10/20/2019 1:00,10/20/2019 4:00,0.243,0.4591,,,,,,,,,,
10/20/2019 2:00,10/20/2019 5:00,0.23,0.4189,,,,,,,,,,
10/20/2019 3:00,10/20/2019 6:00,0.251,0.3787,,,,,,,,,,
10/20/2019 4:00,10/20/2019 7:00,0.251,0.359,,,,,,,,,,
10/20/2019 5:00,10/20/2019 8:00,0.227,0.3454,,,,,,,,,,
10/20/2019 6:00,10/20/2019 9:00,0.181,0.334,,,,,,,,,,
10/20/2019 7:00,10/20/2019 10:00,0.137,0.2915,,,,,,,,,,
10/20/2019 8:00,10/20/2019 11:00,0.099,0.2633,,,,,,,,,,
10/20/2019 9:00,10/20/2019 12:00,0.067,0.2446,,,,,,,,,,
10/20/2019 10:00,10/20/2019 13:00,0.048,0.2298,,,,,,,,,,
10/20/2019 11:00,10/20/2019 14:00,0.046,0.2047,,,,,,,,,,
10/20/2019 12:00,10/20/2019 15:00,0.06,0.2027,,,,,,,,,,
10/20/2019 13:00,10/20/2019 16:00,0.072,0.246,,,,,,,,,,
10/20/2019 14:00,10/20/2019 17:00,0.123,0.2788,,,,,,,,,,
10/20/2019 15:00,10/20/2019 18:00,0.199,0.2934,,,,,,,,,,
10/20/2019 16:00,10/20/2019 19:00,0.169,0.3073,,,,,,,,,,
10/20/2019 17:00,10/20/2019 20:00,0.167,0.2734,,,,,,,,,,
10/20/2019 18:00,10/20/2019 21:00,0.166,0.2134,,,,,,,,,,
10/20/2019 19:00,10/20/2019 22:00,0.145,0.1541,,,,,,,,,,
10/20/2019 20:00,10/20/2019 23:00,0.123,0.1066,,,,,,,,,,
10/20/2019 21:00,10/21/2019 0:00,0.101,0.0988,,,,,,,,,,
10/20/2019 22:00,10/21/2019 1:00,0.079,0.1412,,,,,,,,,,
10/20/2019 23:00,10/21/2019 2:00,0.066,0.1898,,,,,,,,,,
10/21/2019 0:00,10/21/2019 3:00,0.048,0.2332,,,,,,,,,,
10/21/2019 1:00,10/21/2019 4:00,0.039,0.2565,,,,,,,,,,
10/21/2019 2:00,10/21/2019 5:00,0.057,0.264,,,,,,,,,,
10/21/2019 3:00,10/21/2019 6:00,0.072,0.2392,,,,,,,,,,
10/21/2019 4:00,10/21/2019 7:00,0.076,0.186,,,,,,,,,,
10/21/2019 5:00,10/21/2019 8:00,0.073,0.1371,,,,,,,,,,
10/21/2019 6:00,10/21/2019 9:00,0.069,0.1082,,,,,,,,,,
10/21/2019 7:00,10/21/2019 10:00,0.079,0.068,,,,,,,,,,
10/21/2019 8:00,10/21/2019 11:00,0.105,0.0423,,,,,,,,,,
10/21/2019 9:00,10/21/2019 12:00,0.16,0.0315,,,,,,,,,,
10/21/2019 10:00,10/21/2019 13:00,0.179,0.0444,,,,,,,,,,
10/21/2019 11:00,10/21/2019 14:00,0.165,0.0679,,,,,,,,,,
10/21/2019 12:00,10/21/2019 15:00,0.146,0.0919,,,,,,,,,,
10/21/2019 13:00,10/21/2019 16:00,0.162,0.122,,,,,,,,,,
10/21/2019 14:00,10/21/2019 17:00,0.202,0.1824,,,,,,,,,,
10/21/2019 15:00,10/21/2019 18:00,0.215,0.2585,,,,,,,,,,
10/21/2019 16:00,10/21/2019 19:00,0.245,0.3004,,,,,,,,,,
10/21/2019 17:00,10/21/2019 20:00,0.234,0.3289,,,,,,,,,,
10/21/2019 18:00,10/21/2019 21:00,0.143,0.3516,,,,,,,,,,
10/21/2019 19:00,10/21/2019 22:00,0.128,0.3953,,,,,,,,,,
10/21/2019 20:00,10/21/2019 23:00,0.132,0.4243,,,,,,,,,,
10/21/2019 21:00,10/22/2019 0:00,0.145,0.465,,,,,,,,,,
10/21/2019 22:00,10/22/2019 1:00,0.161,0.5317,,,,,,,,,,
10/21/2019 23:00,10/22/2019 2:00,0.171,0.5562,,,,,,,,,,
10/22/2019 0:00,10/22/2019 3:00,0.185,0.5749,,,,,,,,,,
10/22/2019 1:00,10/22/2019 4:00,0.202,0.5775,,,,,,,,,,
10/22/2019 2:00,10/22/2019 5:00,0.227,0.5725,,,,,,,,,,
10/22/2019 3:00,10/22/2019 6:00,0.295,0.555,,,,,,,,,,
10/22/2019 4:00,10/22/2019 7:00,0.407,0.5446,,,,,,,,,,
10/22/2019 5:00,10/22/2019 8:00,0.324,0.5738,,,,,,,,,,
10/22/2019 6:00,10/22/2019 9:00,0.387,0.5588,,,,,,,,,,
10/22/2019 7:00,10/22/2019 10:00,0.402,0.6423,,,,,,,,,,
10/22/2019 8:00,10/22/2019 11:00,0.355,0.6672,,,,,,,,,,
10/22/2019 9:00,10/22/2019 12:00,0.374,0.6805,,,,,,,,,,
10/22/2019 10:00,10/22/2019 13:00,0.465,0.7271,,,,,,,,,,
10/22/2019 11:00,10/22/2019 14:00,0.556,0.8084,,,,,,,,,,
10/22/2019 12:00,10/22/2019 15:00,0.661,0.8709,,,,,,,,,,
10/22/2019 13:00,10/22/2019 16:00,0.729,0.8818,,,,,,,,,,
10/22/2019 14:00,10/22/2019 17:00,0.768,0.8689,,,,,,,,,,
10/22/2019 15:00,10/22/2019 18:00,0.782,0.8527,,,,,,,,,,
10/22/2019 16:00,10/22/2019 19:00,0.788,0.8309,,,,,,,,,,
10/22/2019 17:00,10/22/2019 20:00,0.794,0.8384,,,,,,,,,,
10/22/2019 18:00,10/22/2019 21:00,0.8,0.8502,,,,,,,,,,
10/22/2019 19:00,10/22/2019 22:00,0.834,0.8589,,,,,,,,,,
10/22/2019 20:00,10/22/2019 23:00,0.857,0.8612,,,,,,,,,,
10/22/2019 21:00,10/23/2019 0:00,0.874,0.8464,,,,,,,,,,
10/22/2019 22:00,10/23/2019 1:00,0.883,0.8277,,,,,,,,,,
10/22/2019 23:00,10/23/2019 2:00,0.88,0.8102,,,,,,,,,,
10/23/2019 0:00,10/23/2019 3:00,0.868,0.7788,,,,,,,,,,
10/23/2019 1:00,10/23/2019 4:00,0.826,0.7452,,,,,,,,,,
10/23/2019 2:00,10/23/2019 5:00,0.786,0.7106,,,,,,,,,,
10/23/2019 3:00,10/23/2019 6:00,0.724,0.6315,,,,,,,,,,
10/23/2019 4:00,10/23/2019 7:00,0.649,0.5518,,,,,,,,,,
10/23/2019 5:00,10/23/2019 8:00,0.557,0.4531,,,,,,,,,,
10/23/2019 6:00,10/23/2019 9:00,0.444,0.365,,,,,,,,,,
10/23/2019 7:00,10/23/2019 10:00,0.3,0.226,,,,,,,,,,
10/23/2019 8:00,10/23/2019 11:00,0.261,0.1581,,,,,,,,,,
10/23/2019 9:00,10/23/2019 12:00,0.264,0.1775,,,,,,,,,,
10/23/2019 10:00,10/23/2019 13:00,0.294,0.1551,,,,,,,,,,
10/23/2019 11:00,10/23/2019 14:00,0.342,0.1354,,,,,,,,,,
10/23/2019 12:00,10/23/2019 15:00,0.373,0.14,,,,,,,,,,
10/23/2019 13:00,10/23/2019 16:00,0.4,0.2074,,,,,,,,,,
10/23/2019 14:00,10/23/2019 17:00,0.367,0.3166,,,,,,,,,,
10/23/2019 15:00,10/23/2019 18:00,0.354,0.369,,,,,,,,,,
10/23/2019 16:00,10/23/2019 19:00,0.259,0.3424,,,,,,,,,,
10/23/2019 17:00,10/23/2019 20:00,0.199,0.3285,,,,,,,,,,
10/23/2019 18:00,10/23/2019 21:00,0.12,0.3126,,,,,,,,,,
10/23/2019 19:00,10/23/2019 22:00,0.095,0.3091,,,,,,,,,,
10/23/2019 20:00,10/23/2019 23:00,0.094,0.2925,,,,,,,,,,
10/23/2019 21:00,10/24/2019 0:00,0.093,0.2677,,,,,,,,,,
10/23/2019 22:00,10/24/2019 1:00,0.089,0.2732,,,,,,,,,,
10/23/2019 23:00,10/24/2019 2:00,0.086,0.2494,,,,,,,,,,
10/24/2019 0:00,10/24/2019 3:00,0.085,0.2861,,,,,,,,,,
10/24/2019 1:00,10/24/2019 4:00,0.09,0.2811,,,,,,,,,,
10/24/2019 2:00,10/24/2019 5:00,0.101,0.2843,,,,,,,,,,
10/24/2019 3:00,10/24/2019 6:00,0.112,0.3274,,,,,,,,,,
10/24/2019 4:00,10/24/2019 7:00,0.137,0.3578,,,,,,,,,,
10/24/2019 5:00,10/24/2019 8:00,0.169,0.3867,,,,,,,,,,
10/24/2019 6:00,10/24/2019 9:00,0.176,0.4112,,,,,,,,,,
10/24/2019 7:00,10/24/2019 10:00,0.206,0.4216,,,,,,,,,,
10/24/2019 8:00,10/24/2019 11:00,0.238,0.4437,,,,,,,,,,
10/24/2019 9:00,10/24/2019 12:00,0.278,0.4536,,,,,,,,,,
10/24/2019 10:00,10/24/2019 13:00,0.287,0.449,,,,,,,,,,
10/24/2019 11:00,10/24/2019 14:00,0.246,0.4461,,,,,,,,,,
10/24/2019 12:00,10/24/2019 15:00,0.282,0.4591,,,,,,,,,,
10/24/2019 13:00,10/24/2019 16:00,0.357,0.5054,,,,,,,,,,
10/24/2019 14:00,10/24/2019 17:00,0.388,0.5063,,,,,,,,,,
10/24/2019 15:00,10/24/2019 18:00,0.403,0.4998,,,,,,,,,,
10/24/2019 16:00,10/24/2019 19:00,0.398,0.4775,,,,,,,,,,
10/24/2019 17:00,10/24/2019 20:00,0.422,0.448,,,,,,,,,,
10/24/2019 18:00,10/24/2019 21:00,0.43,0.4274,,,,,,,,,,
10/24/2019 19:00,10/24/2019 22:00,0.39,0.4029,,,,,,,,,,
10/24/2019 20:00,10/24/2019 23:00,0.359,0.3944,,,,,,,,,,
10/24/2019 21:00,10/25/2019 0:00,0.322,0.3998,,,,,,,,,,
10/24/2019 22:00,10/25/2019 1:00,0.32,0.4126,,,,,,,,,,
10/24/2019 23:00,10/25/2019 2:00,0.261,0.4152,,,,,,,,,,
10/25/2019 0:00,10/25/2019 3:00,0.273,0.4456,,,,,,,,,,
10/25/2019 1:00,10/25/2019 4:00,0.277,0.4744,,,,,,,,,,
10/25/2019 2:00,10/25/2019 5:00,0.201,0.5082,,,,,,,,,,
10/25/2019 3:00,10/25/2019 6:00,0.215,0.522,,,,,,,,,,
10/25/2019 4:00,10/25/2019 7:00,0.245,0.5014,,,,,,,,,,
10/25/2019 5:00,10/25/2019 8:00,0.294,0.5134,,,,,,,,,,
10/25/2019 6:00,10/25/2019 9:00,0.333,0.5333,,,,,,,,,,
10/25/2019 7:00,10/25/2019 10:00,0.358,0.53,,,,,,,,,,
10/25/2019 8:00,10/25/2019 11:00,0.411,0.5256,,,,,,,,,,
10/25/2019 9:00,10/25/2019 12:00,0.464,0.4967,,,,,,,,,,
10/25/2019 10:00,10/25/2019 13:00,0.578,0.4625,,,,,,,,,,
10/25/2019 11:00,10/25/2019 14:00,0.568,0.4834,,,,,,,,,,
10/25/2019 12:00,10/25/2019 15:00,0.488,0.5268,,,,,,,,,,
10/25/2019 13:00,10/25/2019 16:00,0.446,0.5756,,,,,,,,,,
10/25/2019 14:00,10/25/2019 17:00,0.413,0.56,,,,,,,,,,
10/25/2019 15:00,10/25/2019 18:00,0.425,0.542,,,,,,,,,,
10/25/2019 16:00,10/25/2019 19:00,0.431,0.5076,,,,,,,,,,
10/25/2019 17:00,10/25/2019 20:00,0.461,0.458,,,,,,,,,,
10/25/2019 18:00,10/25/2019 21:00,0.525,0.5173,,,,,,,,,,
10/25/2019 19:00,10/25/2019 22:00,0.613,0.5642,,,,,,,,,,
10/25/2019 20:00,10/25/2019 23:00,0.756,0.6441,,,,,,,,,,
10/25/2019 21:00,10/26/2019 0:00,0.797,0.6802,,,,,,,,,,
10/25/2019 22:00,10/26/2019 1:00,0.812,0.6411,,,,,,,,,,
10/25/2019 23:00,10/26/2019 2:00,0.806,0.5412,,,,,,,,,,
10/26/2019 0:00,10/26/2019 3:00,0.806,0.5059,,,,,,,,,,
10/26/2019 1:00,10/26/2019 4:00,0.827,0.5183,,,,,,,,,,
10/26/2019 2:00,10/26/2019 5:00,0.846,0.5633,,,,,,,,,,
10/26/2019 3:00,10/26/2019 6:00,0.848,0.6013,,,,,,,,,,
10/26/2019 4:00,10/26/2019 7:00,0.823,0.608,,,,,,,,,,
10/26/2019 5:00,10/26/2019 8:00,0.788,0.6056,,,,,,,,,,
10/26/2019 6:00,10/26/2019 9:00,0.738,0.5922,,,,,,,,,,
10/26/2019 7:00,10/26/2019 10:00,0.684,0.5921,,,,,,,,,,
10/26/2019 8:00,10/26/2019 11:00,0.627,0.5819,,,,,,,,,,
10/26/2019 9:00,10/26/2019 12:00,0.588,0.5413,,,,,,,,,,
10/26/2019 10:00,10/26/2019 13:00,0.538,0.5034,,,,,,,,,,
10/26/2019 11:00,10/26/2019 14:00,0.46,0.4502,,,,,,,,,,
10/26/2019 12:00,10/26/2019 15:00,0.386,0.4276,,,,,,,,,,
10/26/2019 13:00,10/26/2019 16:00,0.287,0.4594,,,,,,,,,,
10/26/2019 14:00,10/26/2019 17:00,0.225,0.5253,,,,,,,,,,
10/26/2019 15:00,10/26/2019 18:00,0.168,0.5997,,,,,,,,,,
10/26/2019 16:00,10/26/2019 19:00,0.142,0.6055,,,,,,,,,,
10/26/2019 17:00,10/26/2019 20:00,0.134,0.589,,,,,,,,,,
10/26/2019 18:00,10/26/2019 21:00,0.157,0.5728,,,,,,,,,,
10/26/2019 19:00,10/26/2019 22:00,0.176,0.5299,,,,,,,,,,
10/26/2019 20:00,10/26/2019 23:00,0.175,0.4804,,,,,,,,,,
10/26/2019 21:00,10/27/2019 0:00,0.174,0.395,,,,,,,,,,
10/26/2019 22:00,10/27/2019 1:00,0.176,0.3157,,,,,,,,,,
10/26/2019 23:00,10/27/2019 2:00,0.196,0.2432,,,,,,,,,,
10/27/2019 0:00,10/27/2019 3:00,0.189,0.1694,,,,,,,,,,
10/27/2019 1:00,10/27/2019 3:00,0.177,0.1356,,,,,,,,,,
10/27/2019 2:00,10/27/2019 4:00,0.143,0.1376,,,,,,,,,,
10/27/2019 3:00,10/27/2019 5:00,0.135,0.139,,,,,,,,,,
10/27/2019 4:00,10/27/2019 6:00,0.133,0.1486,,,,,,,,,,
10/27/2019 5:00,10/27/2019 7:00,0.133,0.1857,,,,,,,,,,
